laborforce_jobfindrate,laborforce_jobseparaterate,date
0.5819671676221047,0.11750132013134035,1990-08-01
0.5643571160199093,0.12050302823083289,1990-09-01
0.5832367708001417,0.12288421204806822,1990-10-01
0.545703098888332,0.12614635749663805,1990-11-01
0.5590685394548657,0.12950159737056238,1990-12-01
0.5529616061111541,0.13137058378239855,1991-01-01
0.5380166761319609,0.1347590663025487,1991-02-01
0.49323572391486215,0.138946008322173,1991-03-01
0.5329253201039077,0.13951678822632935,1991-04-01
0.5006864187722397,0.1410991340792217,1991-05-01
0.5065612249795332,0.142831571441725,1991-06-01
0.5206915894097872,0.14145072000220657,1991-07-01
0.49763556790782143,0.14158119967685795,1991-08-01
0.5023227574162643,0.14272557963357338,1991-09-01
0.4852068979801422,0.14351778039945468,1991-10-01
0.4800516803223626,0.14510127090865213,1991-11-01
0.44468582126144557,0.14787167441671414,1991-12-01
0.44657932840549197,0.1504139009309278,1992-01-01
0.4073520537040334,0.15141929366834103,1992-02-01
0.4467102934938127,0.15313269325859954,1992-03-01
0.43567369858338345,0.15204841963855506,1992-04-01
0.39747797194436846,0.1543599241684249,1992-05-01
0.4014706336004139,0.15908901590219882,1992-06-01
0.4484058795162767,0.1591193785562352,1992-07-01
0.43885917436315974,0.1570902908752193,1992-08-01
0.43212783215928624,0.15650048478763787,1992-09-01
0.4817066453438756,0.15328713988565992,1992-10-01
0.40823548814323907,0.15234262435656543,1992-11-01
0.4068251543501343,0.15272456512447682,1992-12-01
0.46119042957593315,0.15088477134407868,1993-01-01
0.48838057090196074,0.14863268624535794,1993-02-01
0.46018592417294923,0.14600599045655988,1993-03-01
0.4524900467530273,0.14557313759096713,1993-04-01
0.4539315047179236,0.1463299337641713,1993-05-01
0.43818388743884595,0.14526231890612662,1993-06-01
0.48105005450610056,0.1435301561071268,1993-07-01
0.46897392441139585,0.14054818904617308,1993-08-01
0.45009584159670185,0.13859399624721655,1993-09-01
0.47594273650314095,0.13942139584053526,1993-10-01
0.47252108108448887,0.13707173158144675,1993-11-01
0.49039270803080065,0.1353032028988659,1993-12-01
0.4424752193747007,0.13563883034680227,1994-01-01
0.4207964025803953,0.13507996867197752,1994-02-01
0.46299573587465037,0.13410166857620262,1994-03-01
0.4869492319270133,0.1326070224573467,1994-04-01
0.5109856813870759,0.12755585889139462,1994-05-01
0.48068843064076633,0.12484238998386062,1994-06-01
0.49253382816417307,0.12546528255914674,1994-07-01
0.46425126551231377,0.12500377783115973,1994-08-01
0.5032698880809013,0.12274270150726334,1994-09-01
0.4430920570677993,0.11977426581584594,1994-10-01
0.5295845087390069,0.1172233086755554,1994-11-01
0.5185616847612451,0.11405630730501401,1994-12-01
0.5116097023985084,0.11462293827517275,1995-01-01
0.5276442330992696,0.1135831836910601,1995-02-01
0.5081391932480789,0.1119175244709918,1995-03-01
0.4323865412740014,0.11582667484058827,1995-04-01
0.5152609959716227,0.11694569136035483,1995-05-01
0.5219686799895671,0.11647467170233747,1995-06-01
0.47098970836822435,0.11679872611201972,1995-07-01
0.5191414026484903,0.1171225294236186,1995-08-01
0.5459765964215858,0.11715879915614894,1995-09-01
0.5462823677659596,0.11531886039361985,1995-10-01
0.5254886430760652,0.11518305836544972,1995-11-01
0.5020661827032783,0.11550091257953073,1995-12-01
0.5019513800191188,0.11626980954618099,1996-01-01
0.5484350339765632,0.11525299746279476,1996-02-01
0.4934739616396805,0.11341576485253317,1996-03-01
0.45734832632632094,0.1138239921217703,1996-04-01
0.5261138440761272,0.11502515441291337,1996-05-01
0.5488095072457162,0.11172337510379805,1996-06-01
0.47828589472947297,0.11159145287083429,1996-07-01
0.5731041954031745,0.10880393208873419,1996-08-01
0.4934677029891529,0.10670099730556083,1996-09-01
0.48282657329211154,0.10727088845154888,1996-10-01
0.5580525104195863,0.11015659408653179,1996-11-01
0.5043284419825711,0.11072109341019891,1996-12-01
0.5645431147972467,0.11044066473969509,1997-01-01
0.5100575477585347,0.1084813736053698,1997-02-01
0.5402121888933904,0.10752293709966586,1997-03-01
0.5131855490576148,0.1050312375314288,1997-04-01
0.5729776129760428,0.10267256742505541,1997-05-01
0.5138856477244064,0.10227335868248882,1997-06-01
0.5272862905279129,0.10167566194367436,1997-07-01
0.5523731088723364,0.10049638158247126,1997-08-01
0.5184718113586487,0.10027484027162736,1997-09-01
0.6059004546644781,0.09934292001224951,1997-10-01
0.5890300778428048,0.0966685061860567,1997-11-01
0.5365716868342235,0.0968288969952814,1997-12-01
0.6089888504932499,0.09722794933785558,1998-01-01
0.6051731180220539,0.09604566813286138,1998-02-01
0.6313180830202203,0.09720728186651632,1998-03-01
0.7445224334273758,0.09383202823437972,1998-04-01
0.6370497569085317,0.09152218497732663,1998-05-01
0.5724395170664404,0.09290706927674658,1998-06-01
0.6007388244910502,0.09447183045767134,1998-07-01
0.6333631137849475,0.09414121572510813,1998-08-01
0.5933889931871893,0.09456241092627116,1998-09-01
0.6853364937060986,0.09549013180899786,1998-10-01
0.6316986195185899,0.09294130794634554,1998-11-01
0.6494284021657991,0.0914631081404034,1998-12-01
0.6129616550910689,0.09001250307506248,1999-01-01
0.5973503235346751,0.09069270403505211,1999-02-01
0.6907935460518361,0.08896175134993027,1999-03-01
0.67484771850643,0.0896711434166062,1999-04-01
0.6825769931771183,0.08850635440101559,1999-05-01
0.6009474231700129,0.08814512671180914,1999-06-01
0.6464637221789116,0.09000074321122262,1999-07-01
0.6849155930626863,0.08875982215394157,1999-08-01
0.6515772643640005,0.08830824970755229,1999-09-01
0.682753370310841,0.08746952403220658,1999-10-01
0.6901057736395587,0.08615082751310159,1999-11-01
0.7328326623032366,0.08548967647133902,1999-12-01
0.6630372291756856,0.08493811943879809,2000-01-01
0.6453920230769018,0.08526808506811841,2000-02-01
0.7838588680575721,0.0860513138394962,2000-03-01
0.7456070736183397,0.0824467595987823,2000-04-01
0.6236946446199452,0.08266345456534592,2000-05-01
0.7159476975264961,0.08405405943239387,2000-06-01
0.6334869342081412,0.08357234214968025,2000-07-01
0.6341923417012046,0.08528557648822285,2000-08-01
0.7384426893204635,0.08437476539646831,2000-09-01
0.7021475627572444,0.08202029273354398,2000-10-01
0.6545799849532307,0.08212261604946813,2000-11-01
0.6617942424065731,0.08244663656556021,2000-12-01
0.5941326366490807,0.08540663868357878,2001-01-01
0.7127977357404459,0.08887545126298989,2001-02-01
0.645867513850419,0.08903662032437633,2001-03-01
0.7157754866071849,0.09123482655926564,2001-04-01
0.6557742783384864,0.09093566320585872,2001-05-01
0.6063714025818895,0.09289790720430341,2001-06-01
0.5672947952011304,0.09468319104308708,2001-07-01
0.5549253016119384,0.09924957246378872,2001-08-01
0.5602869872943936,0.10282468108779697,2001-09-01
0.5139341560280406,0.10752180801509358,2001-10-01
0.5135153134704672,0.11315600392299396,2001-11-01
0.48705687200362213,0.11667300979599843,2001-12-01
0.5355908958136281,0.11777757243619463,2002-01-01
0.5060703871032011,0.11770355458548751,2002-02-01
0.5121249052837821,0.11814686147895863,2002-03-01
0.43520203314904904,0.12055435061354867,2002-04-01
0.4892930262482772,0.1206477415134666,2002-05-01
0.4396972135259626,0.11884126097155495,2002-06-01
0.4768373633775849,0.11930433351063564,2002-07-01
0.5008831602382469,0.11876917202092309,2002-08-01
0.46773260688741797,0.11729616380617186,2002-09-01
0.44915829728369133,0.11689032161961223,2002-10-01
0.45411985349480427,0.11937433783051436,2002-11-01
0.4343646206866545,0.12157294469684896,2002-12-01
0.47401165064327444,0.12152025045761676,2003-01-01
0.43038573965062793,0.12057497723064435,2003-02-01
0.45386169691886,0.12093439299284207,2003-03-01
0.3979364632524188,0.12250035620233687,2003-04-01
0.44428870491787475,0.12500423769500205,2003-05-01
0.38917559609479646,0.1276911424834092,2003-06-01
0.4314306544288228,0.12701514294789853,2003-07-01
0.4380224643346982,0.12523851224721547,2003-08-01
0.40278210984964574,0.12451441190754366,2003-09-01
0.43903429520002935,0.12326870626266982,2003-10-01
0.4345604355444573,0.12068961376717798,2003-11-01
0.4428386477403659,0.1174151243651189,2003-12-01
0.42885176248306534,0.11663126059489894,2004-01-01
0.41999670548634976,0.1149205130752848,2004-02-01
0.37906869138619737,0.11640504254160522,2004-03-01
0.5074160619419927,0.11635475266828835,2004-04-01
0.4486038907979158,0.11456954147454405,2004-05-01
0.4301274301197942,0.11508407332115525,2004-06-01
0.49835244694208597,0.11451829898879048,2004-07-01
0.47414197390438373,0.11200530780985085,2004-08-01
0.49034427358755917,0.11096739866120287,2004-09-01
0.4497385547548852,0.11154328335144609,2004-10-01
0.4715778735488694,0.11100132507870604,2004-11-01
0.48387651973657886,0.11022078992227084,2004-12-01
0.4848856876898775,0.10896120642690843,2005-01-01
0.4514512037578217,0.10964345733519298,2005-02-01
0.46636114833419084,0.10836477235320666,2005-03-01
0.4952226825660243,0.10682641530274002,2005-04-01
0.5068363720962183,0.10604751677914936,2005-05-01
0.5089757260709619,0.10457605324610075,2005-06-01
0.49613693889735994,0.10277743780069856,2005-07-01
0.4942210644456094,0.10149435545157479,2005-08-01
0.4869025933415793,0.10274128451276092,2005-09-01
0.5263253280974284,0.10314344258707366,2005-10-01
0.5133109315104066,0.10351297725592234,2005-11-01
0.5347684514302274,0.10163163921661938,2005-12-01
0.530036311991261,0.09827525235655209,2006-01-01
0.4849965506902347,0.09775331478756465,2006-02-01
0.5494470362091702,0.09767472264011973,2006-03-01
0.5238006507236153,0.09720710704830547,2006-04-01
0.5324768688159088,0.09621746215202533,2006-05-01
0.550399790016383,0.09579017891112959,2006-06-01
0.5152873072783412,0.0969203481194391,2006-07-01
0.5289446516896884,0.09712617973446351,2006-08-01
0.5779969186330364,0.09476724758437739,2006-09-01
0.5758933081400396,0.09254517359857481,2006-10-01
0.4927305817315701,0.0922582018657133,2006-11-01
0.5648389509166408,0.09241869071483273,2006-12-01
0.4529595282656366,0.09375066486382205,2007-01-01
0.5524325430850642,0.09447462354199697,2007-02-01
0.5019388055934741,0.0915025906074308,2007-03-01
0.484001003295134,0.09139360850606451,2007-04-01
0.5241500101778462,0.091961390839577,2007-05-01
0.4832988326115977,0.0929100396045901,2007-06-01
0.46202863642917624,0.094999216764666,2007-07-01
0.5338899641660652,0.09576218136561954,2007-08-01
0.4835834622272415,0.09599516644093294,2007-09-01
0.4798144998099948,0.09662120968795046,2007-10-01
0.5135237470950282,0.09743548668911689,2007-11-01
0.44163633203730196,0.09982479111155973,2007-12-01
0.4498086655814812,0.10218642278153983,2008-01-01
0.5178552619502159,0.10129444630828506,2008-02-01
0.46339353798695104,0.10294828964373212,2008-03-01
0.4687872892565545,0.10281965612581206,2008-04-01
0.46664147304569564,0.10853659121556958,2008-05-01
0.41443313420722444,0.1128220381501515,2008-06-01
0.3914069542390689,0.11650865563268313,2008-07-01
0.422664882062065,0.12277508056723162,2008-08-01
0.39452705450457215,0.125263706075157,2008-09-01
0.3655620104705704,0.1301077132498537,2008-10-01
0.382866523941593,0.13684783609062526,2008-11-01
0.3130534121937988,0.14469143150636782,2008-12-01
0.32167528903728226,0.15497916457966793,2009-01-01
0.2811243105440621,0.1657322728545013,2009-02-01
0.2937998849796808,0.17423779004931528,2009-03-01
0.27665024314873693,0.18069114764915986,2009-04-01
0.23713691029610587,0.18712858277626046,2009-05-01
0.25090660154841754,0.19210833103326047,2009-06-01
0.276857167544408,0.1927384743837671,2009-07-01
0.23181054737457776,0.19354091202208643,2009-08-01
0.22038813670133334,0.19632254941664176,2009-09-01
0.2399828542278924,0.2010516983851466,2009-10-01
0.23627327318402078,0.20177099842418206,2009-11-01
0.24339621086700997,0.20006359811071878,2009-12-01
0.24367849729300084,0.20002079422621402,2010-01-01
0.22409941143245374,0.1995182268006023,2010-02-01
0.21772419917701352,0.20022650037053089,2010-03-01
0.2095944590277046,0.20123166862013758,2010-04-01
0.2614961259112855,0.19785926226577463,2010-05-01
0.25361352010770877,0.19290461083369576,2010-06-01
0.23651498933561724,0.19161769040631116,2010-07-01
0.21454125550926828,0.19252415075759458,2010-08-01
0.24386293540477139,0.19258348976907438,2010-09-01
0.22896504530955802,0.1916508713069741,2010-10-01
0.20058037775040388,0.19589081775423375,2010-11-01
0.28107749134362314,0.19338277246131974,2010-12-01
0.2604202395020257,0.18716515258559785,2011-01-01
0.2326710607004949,0.18395987683810117,2011-02-01
0.23291435776186423,0.18232399913507186,2011-03-01
0.2321286169489749,0.18345211143695944,2011-04-01
0.2453668893591511,0.18376360584472737,2011-05-01
0.2550715418441461,0.18430259773693658,2011-06-01
0.2505350648034209,0.18334624371254096,2011-07-01
0.23294585127315082,0.18258538572938704,2011-08-01
0.23550433309702914,0.1833900876241123,2011-09-01
0.2689127597961811,0.18118183584447356,2011-10-01
0.2591679656893691,0.1770412281133207,2011-11-01
0.27071659450033825,0.17376259539237435,2011-12-01
0.26196107683622394,0.1703167779959844,2012-01-01
0.25244256078297794,0.16835067924629704,2012-02-01
0.2748148227893454,0.1675739611581906,2012-03-01
0.2643736759893926,0.1663037430273577,2012-04-01
0.249362019031738,0.16611272161906218,2012-05-01
0.26938808394715313,0.16632958562953168,2012-06-01
0.2659841079190078,0.1659309064265829,2012-07-01
0.29650724639239423,0.16475376810784292,2012-08-01
0.2909000315319373,0.16103723893362196,2012-09-01
0.2724729652686891,0.1586440298412195,2012-10-01
0.28438826183221944,0.15746301773053678,2012-11-01
0.2589282750372173,0.15911854316818028,2012-12-01
0.2673449349661948,0.16182914295685344,2013-01-01
0.3299997635019352,0.15907790284445905,2013-02-01
0.285642313171722,0.15428046786002533,2013-03-01
0.2587272897416713,0.15350971455691095,2013-04-01
0.2999336886878711,0.15308868617440347,2013-05-01
0.28055689624211344,0.15296423407094056,2013-06-01
0.3130253377679474,0.15024859192053722,2013-07-01
0.2812040559241229,0.1474768500723799,2013-08-01
0.2940444392653513,0.14724304930137302,2013-09-01
0.33887263079149693,0.14652271066675038,2013-10-01
0.31374925241145935,0.143684584459758,2013-11-01
0.31869479104163567,0.1382860917745075,2013-12-01
0.32973030869528036,0.13486355057781121,2014-01-01
0.27677658381988673,0.13433917277633559,2014-02-01
0.29518916375839344,0.13541666212065329,2014-03-01
0.3888979029617098,0.13045939226375328,2014-04-01
0.3243668709315749,0.12827121692167848,2014-05-01
0.3712709732121479,0.1260004991039084,2014-06-01
0.3379892429304413,0.12485919641286505,2014-07-01
0.3579544584929549,0.12549092543880924,2014-08-01
0.36546436957201944,0.12266555721966887,2014-09-01
0.39388269233193507,0.11907658182987027,2014-10-01
0.34473318327444885,0.11778962620003618,2014-11-01
0.3972481350058836,0.11565952698154466,2014-12-01
0.33226177156626374,0.11470212778982004,2015-01-01
0.39798611133104006,0.1132911195445372,2015-02-01
0.389212277582533,0.11139204010437857,2015-03-01
0.42579964431198064,0.11161146107889881,2015-04-01
0.33503934557144377,0.11293367254512643,2015-05-01
0.4368968994322933,0.1100160292669841,2015-06-01
0.43544815456646635,0.10691770942245475,2015-07-01
0.35758494172653515,0.10449287034885174,2015-08-01
0.40948971249110816,0.10322437610641408,2015-09-01
0.39762943984442317,0.10311893645076478,2015-10-01
0.3869925004382187,0.10345049592311248,2015-11-01
0.41777177544290045,0.10314078978441585,2015-12-01
0.4105876024456803,0.0999683561825841,2016-01-01
0.3747053688897788,0.09876201060777497,2016-02-01
0.3737543470881097,0.10096778966946951,2016-03-01
0.42328402407040755,0.10318198873145079,2016-04-01
0.44653505700608453,0.10051182564581532,2016-05-01
0.4040808079380366,0.09914530294993368,2016-06-01
0.3948616582049912,0.0985770147064521,2016-07-01
0.3714032499523228,0.0988848820603307,2016-08-01
0.42420329698123643,0.10116257246467897,2016-09-01
0.43774204852082954,0.10083638493823148,2016-10-01
0.4645442278625897,0.09833599018450785,2016-11-01
0.4262813563190503,0.09659520651852097,2016-12-01
0.44874991214030036,0.09609045561378374,2017-01-01
0.4809037414751723,0.09541436034527459,2017-02-01
0.49160953481185576,0.09240073966283917,2017-03-01
0.4449889917711597,0.0905672850014786,2017-04-01
0.41687142857347653,0.08959647180025587,2017-05-01
0.48267789521536514,0.08878863689262509,2017-06-01
0.39948130088295625,0.08764954601631583,2017-07-01
0.4046963960979842,0.08914110444599929,2017-08-01
0.4794807594524388,0.08870100302105409,2017-09-01
0.4520393167159096,0.08587462900840113,2017-10-01
0.450915333699187,0.08618503866323618,2017-11-01
0.4848640165694706,0.08548416141062684,2017-12-01
0.49230104265343094,0.08372395120035292,2018-01-01
0.5181208807131361,0.08383350998579286,2018-02-01
0.5133359898479448,0.08285969666034652,2018-03-01
0.45581551230507195,0.08187197369290385,2018-04-01
0.47935516124473176,0.07980099582419127,2018-05-01
0.4499099013975733,0.080349524748469,2018-06-01
0.46979890380974637,0.0794589182047572,2018-07-01
0.5178721843290099,0.07824876052194622,2018-08-01
0.4846391223798834,0.07748361183672572,2018-09-01
0.43001056373478747,0.07762307465675353,2018-10-01
0.5098600620559562,0.07780035831968389,2018-11-01
0.418195013856737,0.07878105027955482,2018-12-01
0.4921407370308822,0.0808264547916877,2019-01-01
0.5691815056984803,0.07906805625838348,2019-02-01
0.47822045122907303,0.07747643533981118,2019-03-01
0.4932944425448837,0.07573758909458903,2019-04-01
0.4967426584604313,0.07492034505674183,2019-05-01
0.44275333523019306,0.07437288468478818,2019-06-01
0.4692795726023496,0.07503837993283526,2019-07-01
0.5468070263502814,0.07561270361678445,2019-08-01
0.47038490907964825,0.07320380735943832,2019-09-01
0.4142306865123035,0.07318336422848569,2019-10-01
0.49211639305681987,0.07401404066718374,2019-11-01
0.5076726455332002,0.07352561202738477,2019-12-01
0.49270571998091256,0.072643263735094,2020-01-01
0.5350366443229646,0.07200711879627265,2020-02-01
0.5122866297822345,0.08336800996839619,2020-03-01
-0.02892071949625481,0.19439651730920804,2020-04-01
0.32439106193145967,0.28598700745323546,2020-05-01
0.37317070230274874,0.2452069252302288,2020-06-01
0.3145335426748831,0.21509448087633642,2020-07-01
0.400375167907739,0.18659583800054722,2020-08-01
0.32236177174177694,0.16431585253967043,2020-09-01
0.41123615355740034,0.14905859006920547,2020-10-01
0.32302117941129466,0.13768199438672954,2020-11-01
0.349201611315675,0.13682600054720281,2020-12-01
0.3404635168071899,0.1317939881163267,2021-01-01
0.2964318768922435,0.12748629520526447,2021-02-01
0.3106924035496464,0.12451142422997166,2021-03-01
0.3101315273495477,0.12312936468377764,2021-04-01
0.3247226982138652,0.1193134887732966,2021-05-01
0.23716326680531521,0.1182450813879217,2021-06-01
0.4222116191755436,0.11434280236898754,2021-07-01
0.37262340095756435,0.10689427526484867,2021-08-01
0.46798740274541917,0.10057142904131014,2021-09-01
0.4163684134131039,0.09447872838172179,2021-10-01
0.4687246653041684,0.08860701647547004,2021-11-01
0.49301564892411137,0.08217811143699527,2021-12-01
0.49961779721648925,0.08159799524972157,2022-01-01
0.5084734034136895,0.07993122253560483,2022-02-01
0.6010017900643807,0.0769410051597942,2022-03-01
0.5338047576668646,0.07489417437497005,2022-04-01
0.47220444067647,0.07469540983888222,2022-05-01
0.5469558395126776,0.07484363225036136,2022-06-01
0.5519163208633183,0.07298177991812686,2022-07-01
0.47068941873524817,0.07384684555189956,2022-08-01
0.5725961989522472,0.07356589873135676,2022-09-01
0.46716537321280976,0.07403004845652951,2022-10-01
0.5388029908642599,0.0753936711472434,2022-11-01
0.608285334379465,0.07340866953668082,2022-12-01
0.47641350300824997,0.07087443967068015,2023-01-01
0.5103281477150551,0.07253079231419694,2023-02-01
0.5751245809088843,0.07310042709343222,2023-03-01
